cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona
1356,F,32,Riobamba,6.8,38.39,51,540,15,5,2,41,4,No
1357,M,61,Machala,1.0,50.04,67,487,4,4,0,13,4,No
1358,F,33,Guayas,3.9,51.27,25,576,16,3,2,39,5,No
1359,M,44,Manabí,3.0,18.21,74,565,18,5,0,40,4,No
1360,F,25,Tena,0.7,23.91,1,569,4,4,1,22,0,No
1361,M,63,Cañar,0.5,41.77,13,513,17,1,2,49,1,Sí
1362,F,42,Los Ríos,1.2,29.52,29,45,15,4,0,17,0,No
1363,F,34,Morona Santiago,3.0,31.42,48,272,13,3,1,48,3,No
1364,F,46,Machala,6.4,54.3,11,236,13,2,0,22,2,No
1365,M,25,Imbabura,2.9,30.34,89,300,12,2,2,34,2,Sí
1366,M,32,El Oro,3.9,20.47,43,144,18,2,1,8,3,No
1367,M,44,Imbabura,1.8,22.49,32,328,9,1,2,49,3,No
1368,M,63,Manabí,3.6,67.74,12,512,18,3,0,45,2,No
1369,M,24,Babahoyo,3.1,32.33,77,426,12,5,1,18,5,No
1370,M,20,Machala,0.9,14.54,87,423,3,2,3,24,1,Sí
1371,M,46,Morona Santiago,1.6,8.46,97,104,11,3,1,42,1,No
1372,M,61,Esmeraldas,3.3,25.63,25,511,11,4,2,2,1,No
1373,M,41,Sucumbíos,0.1,32.05,20,132,12,1,2,2,3,Sí
1374,F,20,Santa Elena,3.3,49.24,27,326,7,3,1,27,2,No
1375,M,37,Puyo,0.4,47.79,47,207,5,3,1,14,5,Sí
1376,M,63,El Oro,1.4,34.9,99,244,13,5,0,48,2,No
1377,F,32,Sucumbíos,3.3,28.19,39,344,12,3,0,39,2,No
1378,M,42,Francisco de Orellana,0.6,40.09,65,68,14,5,0,12,5,Sí
1379,F,47,Santo Domingo,0.6,8.77,72,288,6,1,3,32,0,Sí
1380,M,31,Tena,1.0,64.72,86,36,7,1,2,28,5,Sí
1381,M,24,Puyo,4.5,44.81,78,78,2,4,3,28,0,Sí
1382,F,34,Morona Santiago,0.0,48.0,76,567,7,5,1,46,4,Sí
1383,F,61,Sucumbíos,4.6,18.89,22,190,19,5,1,25,0,No
1384,F,37,Pichincha,0.3,54.24,80,205,10,2,5,4,1,Sí
1385,F,53,Chimborazo,9.2,28.1,47,31,16,2,2,26,1,Sí
1386,F,26,Tulcán,6.2,20.71,1,484,9,4,1,36,5,No
1387,M,55,Guaranda,1.4,34.41,83,305,17,1,0,3,1,Sí
1388,M,39,Napo,1.4,34.06,19,527,7,2,2,1,1,No
1389,F,19,Los Ríos,1.3,18.82,58,57,7,3,2,17,4,No
1390,F,41,Santa Elena,2.0,21.58,45,362,4,1,5,7,1,Sí
1391,M,25,Pastaza,0.2,20.4,2,30,11,3,0,48,3,No
1392,M,28,Loja,0.1,20.54,54,217,2,5,0,5,3,Sí
1393,M,30,Puyo,0.1,29.18,11,85,15,1,1,19,3,Sí
1394,F,34,Babahoyo,1.2,14.17,39,576,5,4,0,39,0,No
1395,M,25,Macas,0.6,24.63,65,141,13,5,1,46,5,Sí
1396,M,38,Machala,1.9,50.68,99,339,7,5,2,34,5,No
1397,F,35,Los Ríos,9.8,47.35,77,65,12,3,1,35,2,No
1398,M,47,Tungurahua,1.0,19.25,15,468,13,5,2,49,4,No
1399,F,35,Riobamba,1.7,49.37,82,354,11,2,0,16,3,Sí
1400,F,63,Riobamba,1.1,5.5,33,336,19,1,1,40,3,No
1401,M,64,Orellana,3.8,71.44,43,563,8,2,1,47,1,No
1402,M,48,Manabí,4.7,54.5,5,138,8,3,2,39,3,No
1403,F,55,Santo Domingo,4.2,26.6,76,401,12,3,0,27,1,No
1404,F,49,Esmeraldas,7.3,40.74,63,386,5,1,1,41,1,Sí
1405,M,28,Zamora,0.1,13.99,99,210,2,5,0,38,2,Sí
1406,F,62,Guayaquil,3.7,35.91,21,385,14,4,1,25,0,No
1407,M,42,Quito,2.8,32.25,17,97,19,3,1,26,1,No
1408,M,50,Babahoyo,0.5,22.48,11,321,10,1,3,14,1,Sí
1409,M,55,Galápagos,6.3,27.97,51,210,10,4,4,14,5,Sí
1410,M,58,El Oro,0.3,26.5,93,495,10,5,0,14,2,Sí
1411,M,25,Cuenca,2.3,18.02,50,463,11,3,2,25,1,No
1412,M,28,Santa Elena,0.5,22.13,70,493,3,1,0,36,4,Sí
1413,M,39,Los Ríos,1.1,13.37,95,563,7,1,2,4,0,Sí
1414,F,41,Babahoyo,2.5,47.86,47,95,16,1,0,47,4,Sí
1415,F,58,El Oro,1.7,21.02,18,50,4,3,0,15,3,No
1416,M,34,Guayaquil,1.1,16.67,5,413,12,4,1,32,0,No
1417,M,29,Tungurahua,0.8,47.62,83,588,7,1,2,18,3,Sí
1418,M,63,Puyo,3.7,40.54,26,68,4,5,1,14,5,No
1419,F,49,Guayaquil,0.3,47.07,52,314,12,1,2,1,1,Sí
1420,F,32,Macas,1.1,48.74,47,365,16,4,0,42,2,No
1421,F,33,Guayaquil,4.7,64.06,6,217,14,3,3,20,4,No
1422,F,39,Ambato,3.7,32.66,58,272,11,1,1,10,3,Sí
1423,M,45,Orellana,1.0,13.14,68,102,7,1,3,10,1,Sí
1424,F,37,Tulcán,2.9,39.07,10,508,16,5,1,24,4,No
1425,M,50,Santa Elena,3.5,24.96,14,590,19,5,2,34,4,No
1426,F,27,Riobamba,4.4,20.64,63,130,19,1,5,28,5,Sí
1427,M,57,Tulcán,1.6,36.5,2,543,8,1,0,27,5,No
1428,F,49,Santo Domingo de los Tsáchilas,0.5,47.99,68,205,16,5,2,40,3,Sí
1429,M,50,Zamora,0.6,22.46,22,267,19,4,2,1,1,No
1430,M,19,Santa Elena,0.7,54.12,52,88,19,2,0,33,2,Sí
1431,M,50,Galápagos,1.8,20.16,36,128,10,2,3,4,3,Sí
1432,F,50,Morona Santiago,0.1,31.34,8,524,3,1,1,7,4,Sí
1433,F,58,Imbabura,2.0,40.79,14,543,9,5,2,9,4,No
1434,M,30,Zamora,0.9,29.18,2,326,3,3,2,16,0,No
1435,M,47,Machala,0.7,8.36,92,240,12,3,2,5,1,Sí
1436,F,50,Morona Santiago,4.2,48.91,69,152,8,2,3,34,0,Sí
1437,M,30,Cuenca,1.2,25.65,16,258,7,4,0,23,5,No
1438,F,43,Latacunga,0.2,46.17,25,417,11,2,3,43,2,Sí
1439,F,39,Puerto Baquerizo Moreno,3.5,16.04,20,169,6,1,0,25,3,No
1440,M,56,Guayas,0.1,18.6,71,570,12,4,0,13,4,Sí
1441,M,19,Chimborazo,2.6,47.94,20,420,2,3,1,24,1,No
1442,M,55,Guaranda,3.0,40.11,10,299,3,5,3,11,4,No
1443,M,56,Tena,0.9,28.42,37,41,2,5,0,17,5,No
1444,M,43,Machala,3.5,40.33,71,418,3,1,0,37,0,Sí
1445,F,63,Loja,1.4,20.69,87,366,5,2,3,13,0,Sí
1446,M,32,Riobamba,1.2,36.65,34,535,13,1,1,27,3,No
1447,M,51,Orellana,0.1,36.93,13,135,19,5,3,20,1,Sí
1448,F,59,Puyo,0.7,29.39,13,61,2,3,2,33,5,No
1449,M,61,Esmeraldas,5.3,22.47,9,103,2,5,1,42,1,No
1450,M,57,Ambato,1.0,36.05,11,200,15,4,3,32,3,No
1451,F,28,Nueva Loja,1.6,34.18,37,98,5,5,0,8,5,No
1452,F,20,Tulcán,1.5,28.01,33,391,6,5,0,29,5,No
1453,M,23,Esmeraldas,1.8,19.49,40,462,12,4,1,40,0,No
1454,M,26,Puerto Baquerizo Moreno,0.1,35.19,9,129,14,2,1,19,0,Sí
1455,M,23,Riobamba,0.9,28.05,16,38,17,5,1,6,0,No
1456,F,26,Tena,2.6,19.48,16,58,14,1,4,44,4,Sí
1457,M,56,Santo Domingo,0.4,35.65,66,143,3,5,1,39,2,Sí
1458,F,48,Tena,0.5,59.12,61,491,17,1,2,48,0,Sí
1459,M,49,Galápagos,0.0,29.5,94,172,7,4,2,41,2,Sí
1460,M,58,Guayaquil,1.2,57.47,0,419,15,5,2,21,2,No
1461,M,29,Guayas,4.3,66.71,11,186,2,4,3,22,1,No
1462,F,25,Ibarra,0.1,20.7,3,364,18,4,2,42,3,No
1463,F,25,El Oro,0.4,35.14,41,289,12,2,5,10,4,Sí
1464,F,45,Puyo,0.7,66.56,12,111,4,5,2,10,2,No
1465,M,37,Manabí,2.6,33.18,97,470,12,1,2,29,4,Sí
1466,M,64,Orellana,2.0,35.55,84,201,6,1,1,16,1,Sí
1467,M,24,Zamora,1.1,9.95,85,260,18,5,3,1,0,Sí
1468,F,28,Riobamba,2.8,27.03,3,104,8,2,0,17,5,No
1469,M,37,Cañar,1.9,43.33,81,299,11,2,5,30,2,Sí
1470,M,33,Guaranda,4.5,71.44,68,91,12,2,4,26,3,Sí
1471,M,21,Pichincha,3.4,32.06,18,349,4,1,1,46,5,No
1472,M,23,Macas,0.6,10.06,1,131,11,4,0,19,1,No
1473,M,39,Ibarra,0.6,13.92,11,458,11,2,2,21,4,Sí
1474,F,43,Macas,0.3,34.46,80,284,15,1,3,17,0,Sí
1475,F,20,Guaranda,0.8,52.66,73,561,13,1,2,46,4,Sí
1476,M,58,Morona Santiago,15.4,44.56,97,599,16,4,0,40,3,No
1477,M,59,Santa Elena,1.0,41.9,5,141,11,5,0,21,2,No
1478,F,31,Galápagos,0.5,54.64,7,342,11,5,3,41,3,Sí
1479,M,28,Macas,2.9,24.2,50,490,2,2,1,40,4,Sí
1480,F,35,Cuenca,1.6,35.29,10,491,11,2,2,45,4,No
1481,F,29,Imbabura,0.3,27.19,62,121,3,4,0,49,5,Sí
1482,F,40,Pichincha,1.0,30.93,56,81,18,2,2,19,3,Sí
1483,F,29,Nueva Loja,1.1,19.91,11,549,8,4,2,7,3,No
1484,F,30,Puerto Baquerizo Moreno,2.8,29.84,72,127,8,1,1,17,3,Sí
1485,F,42,Guayas,0.0,34.58,1,265,10,2,5,1,0,Sí
1486,M,62,Machala,0.6,29.43,7,403,3,1,2,37,4,Sí
1487,M,36,Macas,1.5,32.58,10,586,15,3,2,6,1,No
1488,M,63,Ambato,0.6,41.08,52,263,18,4,2,26,0,Sí
1489,M,53,Santo Domingo de los Tsáchilas,2.0,53.58,99,61,2,3,3,2,0,Sí
1490,F,62,Pichincha,1.3,54.67,9,318,10,2,1,32,0,No
1491,F,25,Bolívar,0.9,46.42,84,571,5,1,0,48,5,Sí
1492,F,46,Pichincha,6.0,16.1,83,143,9,2,2,5,1,Sí
1493,M,49,Tungurahua,2.0,29.59,7,233,14,3,0,37,3,No
1494,M,61,Machala,0.3,30.89,35,58,5,2,2,31,5,Sí
1495,F,35,Esmeraldas,1.6,25.14,92,503,10,5,3,12,4,Sí
1496,M,23,Guaranda,3.0,40.14,75,282,10,3,1,35,2,No
1497,F,35,Guayas,2.5,11.09,13,415,19,2,1,30,5,No
1498,M,36,Tulcán,0.4,60.4,53,91,13,1,1,48,2,Sí
1499,M,39,Azuay,7.2,52.93,84,544,11,2,2,6,4,Sí
1500,M,54,Manabí,1.2,42.17,85,459,12,1,1,15,1,Sí
1501,F,49,Guaranda,0.3,34.07,20,566,8,5,1,15,2,No
1502,F,58,Santa Elena,0.4,53.43,49,170,10,2,0,16,0,Sí
1503,M,20,Macas,0.2,45.34,93,329,7,5,1,20,5,Sí
1504,F,45,Tulcán,3.3,51.6,38,340,17,3,0,13,2,No
1505,F,27,Riobamba,0.3,34.11,19,500,16,1,3,44,4,Sí
1506,M,52,Tungurahua,0.3,61.84,87,422,8,3,2,42,0,Sí
1507,M,46,Cañar,3.8,52.5,86,474,17,1,0,46,2,Sí
1508,F,32,Azuay,0.8,42.64,6,201,6,5,0,31,4,No
1509,M,50,Azogues,0.1,53.84,8,60,17,4,0,34,1,No
1510,F,24,Napo,0.1,28.71,0,76,2,2,0,29,4,Sí
1511,F,29,Pastaza,0.3,17.49,25,159,6,5,3,3,1,Sí
1512,M,47,Pastaza,0.5,39.82,37,381,8,1,3,9,0,Sí
1513,M,38,Santa Elena,2.2,34.14,37,87,6,1,3,11,4,Sí
1514,F,48,Pichincha,0.3,32.03,60,135,18,1,2,11,3,Sí
1515,M,41,Loja,0.3,53.24,43,359,9,1,1,25,5,Sí
1516,M,37,Morona Santiago,2.9,37.51,85,412,2,2,1,22,3,Sí
1517,M,54,Macas,2.2,38.95,43,191,3,3,2,42,3,No
1518,F,21,Santa Elena,1.1,30.09,73,315,16,4,0,46,3,No
1519,M,45,Francisco de Orellana,1.6,48.22,61,100,19,2,3,9,5,Sí
1520,M,61,Guaranda,0.7,45.53,5,483,12,1,2,20,3,Sí
1521,F,37,Galápagos,1.3,48.1,16,596,11,2,2,21,1,No
1522,M,41,Esmeraldas,1.4,27.54,50,426,5,5,1,10,4,No
1523,M,49,Galápagos,1.0,54.56,37,544,6,1,3,22,0,Sí
1524,F,58,Zamora,4.7,62.58,23,55,5,4,2,29,3,No
1525,F,53,Esmeraldas,0.0,47.63,50,342,14,1,2,9,3,Sí
1526,F,51,Zamora,3.0,22.86,9,155,14,4,1,5,0,No
1527,M,53,Quito,0.3,22.97,71,437,19,4,0,40,0,Sí
1528,M,19,Zamora,3.2,29.37,20,594,3,3,1,11,3,No
1529,M,32,Morona Santiago,1.9,26.53,69,227,17,3,0,1,1,No
1530,F,51,El Oro,3.7,33.93,84,217,2,2,1,42,0,Sí
1531,F,53,Galápagos,0.2,44.49,56,513,10,2,1,1,4,Sí
1532,M,23,Azuay,1.6,39.35,38,479,4,4,0,39,4,No
1533,M,56,Tungurahua,1.4,38.03,87,552,8,1,1,46,1,Sí
1534,F,59,Orellana,2.4,31.38,32,383,11,5,2,5,5,No
1535,F,29,Puerto Baquerizo Moreno,1.5,33.89,58,129,2,5,1,49,2,No
1536,M,20,Loja,1.6,46.95,17,587,11,1,0,22,1,No
1537,F,62,Ambato,1.1,4.82,55,585,10,1,1,26,3,Sí
1538,M,35,Tulcán,0.7,34.83,91,307,16,3,3,6,2,Sí
1539,F,57,Portoviejo,1.3,39.32,56,520,16,5,0,32,3,No
1540,M,38,Tena,0.3,46.75,95,284,4,4,2,48,4,Sí
1541,M,32,Ambato,6.5,19.85,75,410,6,2,2,11,0,Sí
1542,F,50,El Oro,2.5,19.06,47,571,10,3,2,10,3,No
1543,M,52,Galápagos,6.1,43.76,41,293,10,5,0,47,4,No
1544,F,43,Esmeraldas,0.5,6.43,26,358,8,1,4,39,1,Sí
1545,F,25,Bolívar,4.2,54.98,73,144,13,5,0,34,3,No
1546,M,53,Portoviejo,3.3,38.4,51,305,10,4,2,31,4,No
1547,M,47,Pastaza,2.3,58.38,41,517,7,3,0,12,0,No
1548,F,40,Santa Elena,2.0,18.69,31,310,3,1,3,44,3,Sí
1549,F,59,Zamora,0.8,28.45,25,304,10,4,7,16,5,Sí
1550,F,61,Nueva Loja,3.4,-1.12,24,357,18,2,2,38,4,No
1551,F,31,Sucumbíos,1.4,23.06,74,240,2,3,3,3,3,Sí
1552,F,31,Galápagos,0.1,32.24,22,581,7,4,2,2,0,No
1553,F,19,Azogues,0.8,5.56,97,55,6,4,0,5,3,Sí
1554,F,54,Santa Elena,5.5,29.08,56,56,3,1,1,11,3,Sí
1555,F,22,Ibarra,3.8,5.19,51,112,10,2,0,25,5,Sí
1556,M,55,Nueva Loja,8.0,31.14,86,442,15,4,1,35,4,No
1557,M,62,Santo Domingo de los Tsáchilas,2.0,52.21,92,196,5,3,1,35,2,No
1558,M,58,Napo,0.6,34.48,30,198,5,4,0,22,3,No
1559,F,64,Santa Elena,0.4,59.87,63,258,16,5,3,37,2,Sí
1560,F,31,Santa Elena,0.4,46.79,70,396,9,3,1,22,1,Sí
1561,F,56,Loja,0.0,55.22,32,557,5,3,3,11,3,Sí
1562,M,42,Guayaquil,1.0,23.53,84,567,17,4,3,32,2,Sí
1563,M,37,Bolívar,0.4,23.16,1,553,5,1,1,35,1,Sí
1564,M,19,Tulcán,1.1,40.18,17,101,17,3,3,31,5,No
1565,M,56,Puyo,5.5,11.33,46,135,13,5,2,45,4,No
1566,F,23,Tulcán,1.1,42.07,32,311,17,1,2,8,3,No
1567,M,34,Puerto Baquerizo Moreno,4.2,30.14,97,162,9,1,2,20,4,Sí
1568,M,42,Orellana,1.9,54.95,83,563,7,1,2,42,1,Sí
1569,M,45,Riobamba,0.6,45.19,34,298,11,3,2,34,4,No
1570,M,19,Francisco de Orellana,0.9,51.45,50,441,6,1,3,4,4,Sí
1571,F,52,Puyo,0.2,23.69,17,47,19,4,1,18,0,No
1572,F,54,Chimborazo,0.8,50.72,87,146,11,1,2,4,1,Sí
1573,M,22,Esmeraldas,2.3,56.67,71,173,11,5,2,20,4,No
1574,F,18,Carchi,0.1,34.42,29,580,8,2,2,9,2,Sí
1575,F,57,Loja,0.5,23.91,43,451,19,5,2,16,1,No
1576,M,29,Pichincha,1.0,24.17,52,398,2,3,1,26,0,No
1577,M,53,Imbabura,8.0,53.59,9,587,8,1,0,38,3,No
1578,M,62,Cuenca,3.1,75.27,86,79,2,1,2,25,5,Sí
1579,F,40,Zamora,2.6,20.28,51,135,16,4,0,4,4,No
1580,M,64,Bolívar,0.2,19.12,48,245,5,1,2,41,2,Sí
1581,F,48,Nueva Loja,3.0,48.82,10,454,11,5,2,45,0,No
1582,M,28,Napo,3.1,23.69,65,101,10,3,1,41,1,No
1583,F,27,Guayas,1.8,50.28,57,475,3,2,2,38,5,Sí
1584,M,20,Guaranda,9.3,41.98,89,215,15,1,2,19,5,Sí
1585,F,31,Tulcán,0.8,34.64,35,99,17,2,0,14,4,Sí
1586,M,33,Chimborazo,5.7,41.62,32,179,2,1,0,21,0,No
1587,M,27,Azogues,4.9,40.7,46,275,3,3,3,15,0,Sí
1588,M,46,Pastaza,0.0,32.31,12,567,8,5,3,3,2,Sí
1589,M,27,Azogues,1.2,8.65,39,128,11,3,0,37,3,No
1590,M,29,Imbabura,7.6,37.68,88,307,2,2,2,46,3,Sí
1591,M,47,Ibarra,0.2,58.6,67,592,14,1,1,16,3,Sí
1592,F,58,Santa Elena,1.6,10.87,41,484,2,2,2,14,5,No
1593,M,18,Francisco de Orellana,7.7,20.51,18,133,6,5,1,9,5,No
1594,M,22,Cotopaxi,1.6,41.4,81,262,17,3,0,47,1,No
1595,F,37,Guayaquil,0.4,35.58,93,423,16,2,1,7,5,Sí
1596,F,25,Chimborazo,1.7,41.17,18,530,18,2,1,14,5,No
1597,F,60,Tulcán,0.5,24.51,57,280,17,5,0,6,0,Sí
1598,M,29,Santo Domingo,1.5,52.44,22,550,14,1,1,21,1,No
1599,M,18,Santa Elena,0.2,35.7,53,108,12,2,1,15,0,Sí
1600,M,37,Cuenca,1.9,45.45,79,81,18,5,1,8,2,No
1601,M,45,Pichincha,1.5,39.8,64,255,18,1,0,34,2,Sí
1602,M,60,Macas,2.7,37.63,11,80,3,1,2,40,1,No
1603,M,54,El Oro,2.0,44.4,23,215,14,3,1,1,1,No
1604,M,64,Napo,1.6,37.8,33,63,15,5,1,32,5,No
1605,M,54,Santa Elena,2.3,17.15,52,160,12,1,0,49,2,Sí
1606,F,29,Santo Domingo de los Tsáchilas,0.3,51.31,7,472,11,3,3,5,4,Sí
1607,M,54,Loja,1.8,47.27,17,461,4,4,3,30,3,No
1608,M,61,Azogues,0.4,3.4,56,526,18,5,2,22,5,Sí
1609,F,45,Orellana,5.2,25.19,4,432,16,4,2,20,3,No
1610,F,64,Cotopaxi,0.1,50.64,25,352,10,1,2,16,2,Sí
1611,M,32,Pichincha,1.1,7.6,29,239,11,5,0,7,3,No
1612,F,23,Morona Santiago,2.4,49.15,53,358,9,3,1,7,4,No
1613,F,61,Loja,1.2,32.88,12,401,14,1,1,2,4,No
1614,M,37,Zamora,0.2,55.1,82,489,19,5,1,47,0,Sí
1615,F,31,Francisco de Orellana,1.6,34.98,28,162,6,5,2,14,1,No
1616,M,19,Esmeraldas,2.1,24.17,2,150,7,4,0,31,3,No
1617,M,26,Loja,2.4,39.62,89,481,18,1,2,41,4,Sí
1618,M,54,Nueva Loja,0.9,34.54,57,158,12,3,1,14,1,Sí
1619,F,37,Guayaquil,1.7,22.84,75,120,17,3,0,5,1,No
1620,F,43,Loja,1.2,68.28,1,58,10,1,2,11,0,No
1621,M,46,Ibarra,2.2,20.43,74,553,3,1,1,40,1,Sí
1622,M,18,Loja,1.8,1.36,27,362,6,2,2,5,1,No
1623,M,52,Guaranda,1.5,58.73,81,326,2,4,1,29,5,No
1624,F,23,Ibarra,0.6,26.25,76,159,5,1,2,11,2,Sí
1625,F,54,Los Ríos,0.0,30.55,85,322,5,1,2,5,0,Sí
1626,M,22,Guayaquil,0.4,29.63,75,202,4,2,0,49,0,Sí
1627,F,50,Puerto Baquerizo Moreno,0.2,26.46,1,53,10,2,0,32,3,Sí
1628,F,31,Chimborazo,1.2,23.51,6,128,13,5,1,36,1,No
1629,M,29,Santa Elena,1.9,20.05,25,435,11,3,2,15,3,No
1630,M,59,Tungurahua,0.5,35.97,89,385,3,4,2,19,5,Sí
1631,F,37,Bolívar,5.6,28.97,87,168,12,5,0,22,4,No
1632,F,41,Machala,0.0,45.96,75,532,11,1,0,34,1,Sí
1633,F,60,Orellana,3.0,42.24,15,203,7,2,1,17,4,No
1634,F,51,Esmeraldas,2.0,21.09,22,58,19,3,0,12,2,No
1635,M,42,Ambato,0.9,36.63,39,525,3,5,0,25,5,No
1636,M,46,Portoviejo,0.1,28.73,59,380,3,3,1,17,1,Sí
1637,F,56,Babahoyo,2.0,20.13,72,583,11,2,1,10,3,Sí
1638,M,48,Santo Domingo,1.0,45.34,31,328,17,5,1,28,3,No
1639,M,64,Cuenca,5.5,33.18,14,221,13,5,3,18,1,No
1640,M,60,Guayas,1.6,28.89,12,93,2,3,0,18,3,No
1641,M,40,Chimborazo,5.6,22.17,4,244,9,2,2,45,1,No
1642,M,61,Ambato,0.5,19.58,74,195,17,1,4,32,0,Sí
1643,M,55,Napo,2.6,64.83,73,572,19,5,0,14,3,No
1644,M,37,Zamora Chinchipe,1.9,40.01,51,261,14,1,0,16,1,Sí
1645,M,40,Puerto Baquerizo Moreno,2.7,18.63,76,570,16,2,1,18,1,Sí
1646,F,62,Tulcán,0.5,39.32,40,224,13,5,1,16,3,No
1647,F,33,Nueva Loja,2.2,50.93,52,535,9,5,2,17,0,No
1648,F,59,Tena,1.4,37.51,49,363,11,1,1,7,3,Sí
1649,F,25,Zamora Chinchipe,2.7,55.61,14,333,15,4,1,12,1,No
1650,F,38,Santo Domingo de los Tsáchilas,0.8,11.86,6,466,6,1,1,34,0,Sí
1651,M,18,Carchi,4.4,5.13,39,352,19,1,3,10,4,Sí
1652,F,25,Cuenca,0.2,38.91,27,531,16,4,2,5,2,No
1653,F,46,Carchi,3.3,39.15,31,422,7,2,3,21,3,Sí
1654,F,49,Nueva Loja,4.0,-15.09,98,178,12,2,1,3,5,Sí
1655,M,55,Portoviejo,3.4,25.65,14,434,12,5,0,19,1,No
1656,M,22,Ambato,1.4,19.87,99,312,19,3,3,45,0,Sí
1657,M,64,Zamora,1.2,14.12,84,391,19,3,0,44,0,No
1658,M,39,Quito,11.2,19.83,69,408,11,5,0,35,4,No
1659,F,64,Ambato,0.5,43.94,64,227,3,3,2,6,3,Sí
1660,F,51,Morona Santiago,1.6,19.74,3,585,10,1,0,14,5,No
1661,M,18,Babahoyo,2.2,20.25,10,385,15,1,1,4,0,No
1662,M,43,Morona Santiago,2.4,10.72,25,569,11,4,2,45,4,No
1663,F,60,Santa Elena,0.5,54.03,60,458,5,4,2,18,1,Sí
1664,M,27,Nueva Loja,2.1,41.52,36,46,7,5,2,29,4,No
1665,M,47,El Oro,3.4,-2.39,22,408,15,5,1,35,3,No
1666,M,35,Ambato,0.1,20.27,92,535,5,5,4,38,4,Sí
1667,M,34,Guayas,4.8,42.93,84,105,16,1,2,16,0,Sí
1668,M,43,Cuenca,0.1,54.22,90,260,17,3,2,20,0,Sí
1669,M,25,Babahoyo,0.9,47.61,39,277,8,5,2,24,2,No
1670,M,64,Chimborazo,0.0,29.66,76,331,18,5,0,35,4,Sí
1671,M,57,Nueva Loja,0.2,6.03,22,244,18,1,2,44,1,Sí
1672,F,29,Napo,4.8,48.05,15,187,7,1,0,19,5,No
1673,M,44,Napo,0.9,30.55,93,98,12,1,1,4,5,Sí
1674,F,25,Bolívar,1.1,36.03,60,422,17,3,2,33,3,No
1675,M,42,Los Ríos,0.5,32.34,67,114,9,5,0,2,2,Sí
1676,M,63,Zamora Chinchipe,1.8,14.67,79,296,12,2,0,13,4,Sí
1677,M,21,Machala,1.8,40.46,30,98,8,2,1,45,1,No
1678,M,50,Tungurahua,0.9,38.4,52,376,11,5,2,30,2,Sí
1679,M,18,Morona Santiago,0.8,28.61,24,452,10,5,2,34,0,No
1680,F,36,Ibarra,4.3,42.07,43,203,5,5,2,30,3,No
1681,F,48,Riobamba,1.0,14.39,11,144,16,5,1,24,4,No
1682,M,33,Chimborazo,1.4,30.96,89,249,14,3,0,48,5,No
1683,M,31,Orellana,0.7,35.39,96,60,3,2,0,44,1,Sí
1684,F,22,Zamora,3.1,8.98,91,552,3,4,3,33,0,Sí
1685,M,58,Santa Elena,1.0,34.14,8,372,17,2,1,41,2,No
1686,F,43,Pastaza,1.4,46.0,11,406,10,2,1,49,3,No
1687,F,45,Tulcán,0.6,30.45,68,159,14,1,1,10,2,Sí
1688,M,19,Chimborazo,8.8,34.49,53,568,4,5,2,18,5,No
1689,F,23,Latacunga,0.7,43.44,53,31,10,5,4,19,2,Sí
1690,M,26,Quito,2.9,29.18,27,130,14,5,0,7,1,No
1691,M,50,Napo,1.1,30.53,55,562,3,1,2,19,0,Sí
1692,M,58,Morona Santiago,0.5,17.35,98,87,9,3,2,24,4,Sí
1693,F,42,Riobamba,3.2,34.78,68,418,10,3,2,15,1,No
1694,M,30,Portoviejo,0.8,29.98,97,370,17,4,2,41,5,Sí
1695,M,26,Napo,4.0,42.49,97,49,3,3,2,42,3,No
1696,F,30,Sucumbíos,4.9,43.45,76,284,7,3,2,23,5,No
1697,M,48,Azuay,3.9,46.87,57,346,9,5,4,4,5,Sí
1698,F,58,Los Ríos,0.1,27.38,77,67,6,2,1,38,2,Sí
1699,M,28,Guaranda,3.1,2.35,74,566,10,3,1,4,3,No
1700,F,21,Pichincha,1.1,46.12,41,415,2,3,3,5,1,No
1701,F,51,Ibarra,4.1,41.47,37,55,10,1,3,41,5,Sí
1702,M,55,Bolívar,2.0,25.47,67,483,11,4,3,44,1,Sí
1703,M,63,Machala,3.6,43.32,52,352,5,1,3,23,4,Sí
1704,M,21,Carchi,1.4,13.27,32,542,4,5,2,40,2,No
1705,M,55,Quito,1.5,50.45,70,42,11,2,0,37,1,Sí
1706,M,36,Zamora Chinchipe,0.3,30.0,55,589,16,4,0,11,3,Sí
1707,M,23,Azuay,3.1,22.57,71,400,12,1,2,11,5,Sí
1708,F,51,Azuay,1.1,25.67,50,320,15,3,2,13,4,No
1709,M,35,Machala,1.4,31.53,73,361,7,3,2,14,3,No
1710,F,30,Santo Domingo,3.1,34.82,42,290,13,4,0,8,2,No
1711,F,58,Latacunga,1.8,35.72,14,234,14,3,2,25,4,No
1712,F,40,Babahoyo,0.4,28.56,37,416,18,1,2,18,4,Sí
1713,F,36,Los Ríos,1.8,38.0,14,497,17,1,1,44,4,No
1714,M,62,Portoviejo,1.0,35.12,4,444,4,3,2,44,5,No
1715,M,28,Babahoyo,1.3,25.29,92,98,3,3,1,18,0,No
1716,M,18,Carchi,0.1,23.03,82,501,12,5,1,10,4,Sí
